comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
1230073477125681_1230080520458310,798775163588850_1230073477125681,,2017-12-29 12:57,0,0,0,0,0,0,0,0,Je peux le contacter avec vous en message privé ?,[],[],Je peux le contacter avec vous en message,"['Je', 'peux', 'le', 'contacter', 'avec', 'vous', 'en', 'message']","['je', u'peux', 'le', u'contact', u'avec', u'vous', 'en', u'messag']",Je peux le contacter avec vous en message privé ?,0.0,neutral
1229375903862105_1229412733858422,798775163588850_1229375903862105,,2017-12-28 13:00,0,0,0,0,0,0,0,0,Répond-moi quand-même !!??.,[],[],pond moi quand,"['pond', 'moi', 'quand']","[u'pond', u'moi', u'quand']",Répond-moi quand-même !!??.,0.0,neutral
1228728717260157_1228874240578938,798775163588850_1228728717260157,,2017-12-27 15:52,0,0,0,0,0,0,0,0,Jean-philippe Moreau,[],[],Jean philippe Moreau,"['Jean', 'philippe', 'Moreau']","[u'jean', u'philipp', u'moreau']",Jean-philippe Moreau,0.0,neutral
1228690460597316_1228700117263017,798775163588850_1228690460597316,,2017-12-27 10:51,0,0,0,0,0,0,0,0,Bonne initiative.peux t'on se faire formé dans vôtre institution?,[],[],Bonne initiative peux se faire dans tre institution,"['Bonne', 'initiative', 'peux', 'se', 'faire', 'dans', 'tre', 'institution']","[u'bonn', u'initi', u'peux', 'se', u'fair', u'dan', u'tre', u'institut']",Bonne initiative.peux t'on se faire formé dans vôtre institution?,0.7,positive
1228690460597316_1228775267255502,798775163588850_1228690460597316,,2017-12-27 12:15,0,0,0,0,0,0,0,0,Beautiful potato....,[],[],Beautiful potato,"['Beautiful', 'potato']","[u'beauti', u'potato']",Beautiful potato....,0.0,neutral
1228690460597316_1230511123748583,798775163588850_1228690460597316,1228690460597316_1228775267255502,2017-12-30 7:16,0,0,0,0,0,0,0,0,d'accord je veux vous dire la pomme de terre de bonne qualité...merci,[],[],accord je veux vous dire la pomme de terre de bonne merci,"['accord', 'je', 'veux', 'vous', 'dire', 'la', 'pomme', 'de', 'terre', 'de', 'bonne', 'merci']","[u'accord', 'je', u'veux', u'vous', u'dire', 'la', u'pomm', 'de', u'terr', 'de', u'bonn', u'merci']",d'accord je veux vous dire la pomme de terre de bonne qualité?...merci,0.7,positive
1228690460597316_1228789790587383,798775163588850_1228690460597316,,2017-12-27 12:53,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]],0.0,neutral
1225151747617854_1227745357358493,798775163588850_1225151747617854,,2017-12-25 21:30,0,0,0,0,0,0,0,0,Cood,[],[],Cood,['Cood'],[u'cood'],Cood,0.0,neutral
1225151747617854_1228161130650249,798775163588850_1225151747617854,,2017-12-26 15:27,0,0,0,0,0,0,0,0,"Ferme Bancourt Ferme L.c. Farm Ferme Floray Inc Andre Daigle Farms Ville de Saint-Quentin, NB New Brunswick / Nouveau-Brunswick Canada Connect2Canada / Lien Canada",[],[],Ferme Bancourt Ferme Farm Ferme Floray Inc Andre Daigle Farms Ville de Saint Quentin NB New Brunswick Nouveau Brunswick Canada Connect2Canada Lien Canada,"['Ferme', 'Bancourt', 'Ferme', 'Farm', 'Ferme', 'Floray', 'Inc', 'Andre', 'Daigle', 'Farms', 'Ville', 'de', 'Saint', 'Quentin', 'NB', 'New', 'Brunswick', 'Nouveau', 'Brunswick', 'Canada', 'Connect2Canada', 'Lien', 'Canada']","[u'ferm', u'bancourt', u'ferm', u'farm', u'ferm', u'floray', u'inc', u'andr', u'daigl', u'farm', u'vill', 'de', u'saint', u'quentin', 'nb', u'new', u'brunswick', u'nouveau', u'brunswick', u'canada', u'connect2canada', u'lien', u'canada']","Ferme Bancourt Ferme L.c. Farm Ferme Floray Inc Andre Daigle Farms Ville de Saint-Quentin, NB New Brunswick / Nouveau-Brunswick Canada Connect2Canada / Lien Canada",0.25,positive
1225152257617803_1226162790850083,798775163588850_1225152257617803,,2017-12-23 10:09,0,0,0,0,0,0,0,0,Mustapha Qarchala ha krkaz aww hh,[],[],Mustapha Qarchala ha krkaz aww hh,"['Mustapha', 'Qarchala', 'ha', 'krkaz', 'aww', 'hh']","[u'mustapha', u'qarchala', 'ha', u'krkaz', u'aww', 'hh']",Mustapha Qarchala ha krkaz aww hh,0.0,neutral
1225152257617803_1226165360849826,798775163588850_1225152257617803,1225152257617803_1226162790850083,2017-12-23 10:15,1,1,0,0,0,0,0,0,karkazolla abla nta ayad hhha9 hya tasswa dah lo9t,[],[],karkazolla abla nta ayad hhha9 hya tasswa dah lo9t,"['karkazolla', 'abla', 'nta', 'ayad', 'hhha9', 'hya', 'tasswa', 'dah', 'lo9t']","[u'karkazolla', u'abla', u'nta', u'ayad', u'hhha9', u'hya', u'tasswa', u'dah', u'lo9t']",karkazolla abla nta ayad hhha9 hya tasswa dah lo9t,0.0,neutral
1225152257617803_1226168070849555,798775163588850_1225152257617803,1225152257617803_1226162790850083,2017-12-23 10:16,1,1,0,0,0,0,0,0,hhhhh krkazz h canada hhhh,[],[],hhhhh krkazz canada hhhh,"['hhhhh', 'krkazz', 'canada', 'hhhh']","[u'hhhhh', u'krkazz', u'canada', u'hhhh']",hhhhh krkazz h canada hhhh,0.0,neutral
1225152257617803_1226169834182712,798775163588850_1225152257617803,1225152257617803_1226162790850083,2017-12-23 10:17,1,1,0,0,0,0,0,0,hhh hta ntyn illa darssn,[],[],hhh hta ntyn illa darssn,"['hhh', 'hta', 'ntyn', 'illa', 'darssn']","[u'hhh', u'hta', u'ntyn', u'illa', u'darssn']",hhh hta ntyn illa darssn,0.0,neutral
1225152257617803_1226170257516003,798775163588850_1225152257617803,1225152257617803_1226162790850083,2017-12-23 10:18,0,0,0,0,0,0,0,0,hhhh ors maygan wax na lit srss yiwinn,[],[],hhhh ors maygan wax na lit srss yiwinn,"['hhhh', 'ors', 'maygan', 'wax', 'na', 'lit', 'srss', 'yiwinn']","[u'hhhh', u'or', u'maygan', u'wax', 'na', u'lit', u'srss', u'yiwinn']",hhhh ors maygan wax na lit srss yiwinn,0.0,neutral
1221479934651702_1221482994651396,798775163588850_1221479934651702,,2017-12-15 15:05,1,1,0,0,0,0,0,0,Garoots,[],[],Garoots,['Garoots'],[u'garoot'],Garoots,0.0,neutral
1220706624729033_1220748561391506,798775163588850_1220706624729033,,2017-12-14 14:44,0,0,0,0,0,0,0,0,[[PHOTO]],[],[],PHOTO,['PHOTO'],[u'photo'], [[PHOTO]],0.0,neutral
1219409704858725_1220092564790439,798775163588850_1219409704858725,,2017-12-13 13:19,0,0,0,0,0,0,0,0,La réponse est moutarde! [[SHARE]],[],['ow.ly/P3dK30hcPis'],La ponse est moutarde SHARE,"['La', 'ponse', 'est', 'moutarde', 'SHARE']","['la', u'pons', u'est', u'moutard', u'share']",La réponse est moutarde! ow.ly/P3dK30hcPis [[SHARE]],0.0,neutral
1216796685120027_1216938688439160,798775163588850_1216796685120027,,2017-12-08 18:05,0,0,0,0,0,0,0,0,Jean-Michel en hydroponie c'est mes préférées,[],[],Jean Michel en hydroponie est mes es,"['Jean', 'Michel', 'en', 'hydroponie', 'est', 'mes', 'es']","[u'jean', u'michel', 'en', u'hydroponi', u'est', u'mes', 'es']",Jean-Michel en hydroponie c'est mes préférées ?,0.75,positive
1214042418728787_1214057468727282,798775163588850_1214042418728787,,2017-12-04 10:27,2,2,0,0,0,0,0,0,"C'est le ""D"" soit le sablé",[],[],est le soit le,"['est', 'le', 'soit', 'le']","[u'est', 'le', u'soit', 'le']","C'est le ""D"" soit le sablé",0.0,neutral
1214042418728787_1214074092058953,798775163588850_1214042418728787,,2017-12-04 10:57,3,2,1,0,0,0,0,0,Justement je suis en train de faire de mes biscuits préféré soit ceux a la MÉLASSE... hummmm,[],[],Justement je suis en train de faire de mes biscuits soit ceux la LASSE hummmm,"['Justement', 'je', 'suis', 'en', 'train', 'de', 'faire', 'de', 'mes', 'biscuits', 'soit', 'ceux', 'la', 'LASSE', 'hummmm']","[u'justement', 'je', u'sui', 'en', u'train', 'de', u'fair', 'de', u'mes', u'biscuit', u'soit', u'ceux', 'la', u'lass', u'hummmm']",Justement je suis en train de faire de mes biscuits préféré soit ceux a la MÉLASSE... hummmm,0.75,positive
1214042418728787_1214282788704750,798775163588850_1214042418728787,1214042418728787_1214074092058953,2017-12-04 18:40,0,0,0,0,0,0,0,0,Oui pis y sont dure à trouvé dans les groceries par içi!!,[],[],Oui pis sont dure dans les groceries par,"['Oui', 'pis', 'sont', 'dure', 'dans', 'les', 'groceries', 'par']","[u'oui', u'pis', u'sont', u'dure', u'dan', u'les', u'groceri', u'par']",Oui pis y sont dure à trouvé dans les groceries par içi!!?,-0.1590625,negative
1214042418728787_1214175435382152,798775163588850_1214042418728787,,2017-12-04 14:22,0,0,0,0,0,0,0,0,Stéphanie Pouliot,[],[],phanie Pouliot,"['phanie', 'Pouliot']","[u'phani', u'pouliot']",Stéphanie Pouliot,0.0,neutral
1214042418728787_1214176712048691,798775163588850_1214042418728787,1214042418728787_1214175435382152,2017-12-04 14:28,0,0,0,0,0,0,0,0,Haha lequel est ton préféré,[],[],Haha lequel est ton,"['Haha', 'lequel', 'est', 'ton']","[u'haha', u'lequel', u'est', u'ton']",Haha lequel est ton préféré,0.75,positive
1214042418728787_1214246655375030,798775163588850_1214042418728787,,2017-12-04 17:24,0,0,0,0,0,0,0,0,Mef Forcier le coch!!!!,[],[],Mef Forcier le coch,"['Mef', 'Forcier', 'le', 'coch']","[u'mef', u'forcier', 'le', u'coch']",Mef Forcier le coch!!!! ??,0.0,neutral
1214042418728787_1214247322041630,798775163588850_1214042418728787,1214042418728787_1214246655375030,2017-12-04 17:26,0,0,0,0,0,0,0,0,Hihi,[],[],Hihi,['Hihi'],[u'hihi'],Hihi??????,0.0,neutral
1214042418728787_1214277188705310,798775163588850_1214042418728787,,2017-12-04 18:31,0,0,0,0,0,0,0,0,"Ferme Bancourt Ferme L.c. Farm Ferme Floray Inc Andre Daigle Farms Robert Daigle Nicole St-Pierre Somers Maire Ville de Saint-Quentin, NB New Brunswick / Nouveau-Brunswick Canada Connect2Canada / Lien Canada Leopold Ouellet",[],[],Ferme Bancourt Ferme Farm Ferme Floray Inc Andre Daigle Farms Robert Daigle Nicole St Pierre Somers Maire Ville Saint Quentin NB New Brunswick Nouveau Brunswick Canada Connect2Canada Lien Canada Leopold Ouellet,"['Ferme', 'Bancourt', 'Ferme', 'Farm', 'Ferme', 'Floray', 'Inc', 'Andre', 'Daigle', 'Farms', 'Robert', 'Daigle', 'Nicole', 'St', 'Pierre', 'Somers', 'Maire', 'Ville', 'Saint', 'Quentin', 'NB', 'New', 'Brunswick', 'Nouveau', 'Brunswick', 'Canada', 'Connect2Canada', 'Lien', 'Canada', 'Leopold', 'Ouellet']","[u'ferm', u'bancourt', u'ferm', u'farm', u'ferm', u'floray', u'inc', u'andr', u'daigl', u'farm', u'robert', u'daigl', u'nicol', 'st', u'pierr', u'somer', u'mair', u'vill', u'saint', u'quentin', 'nb', u'new', u'brunswick', u'nouveau', u'brunswick', u'canada', u'connect2canada', u'lien', u'canada', u'leopold', u'ouellet']","Ferme Bancourt Ferme L.c. Farm Ferme Floray Inc Andre Daigle Farms Robert Daigle Nicole St-Pierre Somers Maire Ville de Saint-Quentin, NB New Brunswick / Nouveau-Brunswick Canada Connect2Canada / Lien Canada Leopold Ouellet",0.25,positive
